"Set","Song","Date"
"Set 2","Halfway to the Moon",2011-06-12
"Set 2","Harry Hood",2011-06-12
"Set 2","Backwards Down the Number Line",2011-06-12
"Set 2","Loving Cup",2011-06-12
"Encore","Sanity",2011-06-12
"Encore","Makisupa Policeman",2011-06-12
"Encore","First Tube",2011-06-12
"Set 1","Dinner and a Movie",2011-06-14
"Set 1","The Moma Dance",2011-06-14
"Set 1","Possum",2011-06-14
"Set 1","Cities",2011-06-14
"Set 1","Fluffhead",2011-06-14
"Set 1","Ocelot",2011-06-14
"Set 1","Ginseng Sullivan",2011-06-14
"Set 1","Kill Devil Falls",2011-06-14
"Set 1","Bathtub Gin",2011-06-14
"Set 1","Light Up Or Leave Me Alone",2011-06-14
"Set 1","Cavern",2011-06-14
"Set 2","Carini",2011-06-14
"Set 2","Sand",2011-06-14
"Set 2","Down with Disease",2011-06-14
"Set 2","Maze",2011-06-14
"Set 2","Meatstick",2011-06-14
"Set 2","Also Sprach Zarathustra",2011-06-14
"Set 2","Bug",2011-06-14
"Set 2","A Day in the Life",2011-06-14
"Set 2","Run Like an Antelope",2011-06-14
"Encore","Quinn the Eskimo",2011-06-14
"Set 1","Paul and Silas",2011-06-15
"Set 1","Back on the Train",2011-06-15
"Set 1","Foam",2011-06-15
"Set 1","Water in the Sky",2011-06-15
"Set 1","Runaway Jim",2011-06-15
"Set 1","Army of One",2011-06-15
"Set 1","Roses Are Free",2011-06-15
"Set 1","Timber (Jerry The Mule)",2011-06-15
"Set 1","Mound",2011-06-15
"Set 2","Mound",2011-06-15
"Set 2","Tweezer",2011-06-15
"Set 2","Julius",2011-06-15
"Set 2","Slave to the Traffic Light",2011-06-15
"Set 2","David Bowie",2011-06-15
"Set 2","Suzy Greenberg",2011-06-15
"Set 2","Gotta Jibboo",2011-06-15
"Set 2","Harry Hood",2011-06-15
"Set 2","Character Zero",2011-06-15
"Set 2","The Birdwatcher",2011-06-15
"Set 2","Kung",2011-06-15
"Encore","Funky Bitch",2011-06-15
"Encore","Tweezer Reprise",2011-06-15
"Set 1","Mike's Song",2011-06-17
"Set 1","I Am Hydrogen",2011-06-17
"Set 1","Weekapaug Groove",2011-06-17
"Set 1","Bouncing Around the Room",2011-06-17
"Set 1","NICU",2011-06-17
"Set 1","Sample in a Jar",2011-06-17
"Set 1","Colonel Forbin's Ascent",2011-06-17
"Set 1","Fly Famous Mockingbird",2011-06-17
"Set 1","Axilla",2011-06-17
"Set 1","Wolfman's Brother",2011-06-17
"Set 1","Scent of a Mule",2011-06-17
"Set 1","Stealing Time From the Faulty Plan",2011-06-17
"Set 2","Backwards Down the Number Line",2011-06-17
"Set 2","Rock and Roll",2011-06-17
"Set 2","Ghost",2011-06-17
"Set 2","Free",2011-06-17
"Set 2","Reba",2011-06-17
"Set 2","Icculus",2011-06-17
"Set 2","Hold Your Head Up",2011-06-17
"Set 2","Bike",2011-06-17
"Set 2","Hold Your Head Up",2011-06-17
"Set 2","Chalk Dust Torture",2011-06-17
"Set 2","You Enjoy Myself",2011-06-17
"Encore","Wilson",2011-06-17
"Encore","Loving Cup",2011-06-17
"Set 1","Cars Trucks Buses",2011-06-18
"Set 1","Peaches en Regalia",2011-06-18
"Set 1","AC/DC Bag",2011-06-18
"Set 1","Guyute",2011-06-18
"Set 1","Possum",2011-06-18
"Set 1","Halley's Comet",2011-06-18
"Set 1","46 Days",2011-06-18
"Set 1","Divided Sky",2011-06-18
"Set 1","The Ballad of Curtis Loew",2011-06-18
"Set 1","Run Like an Antelope",2011-06-18
"Set 2","Twist",2011-06-18
"Set 2","Rift",2011-06-18
"Set 2","Prince Caspian",2011-06-18
"Set 2","Esther",2011-06-18
"Set 2","Been Caught Stealing",2011-06-18
"Set 2","Piper",2011-06-18
"Set 2","My Friend, My Friend",2011-06-18
"Set 2","Kill Devil Falls",2011-06-18
"Set 2","Split Open and Melt",2011-06-18
"Set 2","Golgi Apparatus",2011-06-18
"Set 2","First Tube",2011-06-18
"Encore","Good Times Bad Times",2011-06-18
"Set 1","Harpua",2011-06-19
"Set 1","Brother",2011-06-19
"Set 1","Down with Disease",2011-06-19
"Set 1","Back on the Train",2011-06-19
"Set 1","Funky Bitch",2011-06-19
"Set 1","Timber (Jerry The Mule)",2011-06-19
"Set 1","The Wedge",2011-06-19
"Set 1","The Moma Dance",2011-06-19
"Set 1","Thunder Road",2011-06-19
"Set 1","Tube",2011-06-19
"Set 1","Alaska",2011-06-19
"Set 1","David Bowie",2011-06-19
"Set 2","Crosseyed and Painless",2011-06-19
"Set 2","Walls of the Cave",2011-06-19
"Set 2","Slave to the Traffic Light",2011-06-19
"Set 2","Fluffhead",2011-06-19
"Set 2","Sand",2011-06-19
"Set 2","Sneakin' Sally Through the Alley",2011-06-19
"Set 2","Light",2011-06-19
"Set 2","Backwards Down the Number Line",2011-06-19
"Set 2","Suzy Greenberg",2011-06-19
"Encore","Julius",2011-06-19
"Set 1","Jam",2011-06-30
"Set 1","Undermind",2011-06-30
"Set 1","Sleep Again",2011-06-30
"Set 1","My Soul",2011-06-30
"Set 1","Ginseng Sullivan",2011-06-30
"Set 1","Jam",2011-06-30
"Set 1","Possum",2011-07-01
"Set 1","Peaches en Regalia",2011-07-01
"Set 1","The Moma Dance",2011-07-01
"Set 1","Torn and Frayed",2011-07-01
"Set 1","NICU",2011-07-01
"Set 1","Bathtub Gin",2011-07-01
"Set 1","Life on Mars?",2011-07-01
"Set 1","My Friend, My Friend",2011-07-01
"Set 1","Wolfman's Brother",2011-07-01
"Set 1","Roses Are Free",2011-07-01
"Set 1","Funky Bitch",2011-07-01
"Set 1","Quinn the Eskimo",2011-07-01
"Set 2","Jam",2011-07-01
"Set 2","Crosseyed and Painless",2011-07-01
"Set 2","Chalk Dust Torture",2011-07-01
"Set 2","Sand",2011-07-01
"Set 2","The Wedge",2011-07-01
"Set 2","Mike's Song",2011-07-01
"Set 2","Simple",2011-07-01
"Set 2","Bug",2011-07-01
"Set 2","The Horse",2011-07-01
"Set 2","Silent in the Morning",2011-07-01
"Set 2","Weekapaug Groove",2011-07-01
"Set 2","Joy",2011-07-01
"Set 2","Character Zero",2011-07-01
"Encore","Show of Life",2011-07-01
"Set 1","Tube",2011-07-02
"Set 1","Kill Devil Falls",2011-07-02
"Set 1","Ocelot",2011-07-02
"Set 1","Lawn Boy",2011-07-02
"Set 1","Divided Sky",2011-07-02
"Set 1","Boogie On Reggae Woman",2011-07-02
"Set 1","Camel Walk",2011-07-02
"Set 1","Cities",2011-07-02
"Set 1","Poor Heart",2011-07-02
"Set 1","46 Days",2011-07-02
"Set 1","Susskind Hotel",2011-07-02
"Set 1","When the Circus Comes",2011-07-02
"Set 1","Timber (Jerry The Mule)",2011-07-02
"Set 1","Back on the Train",2011-07-02
"Set 1","Suzy Greenberg",2011-07-02
"Set 1","Monkey Man",2011-07-02
"Set 2","Runaway Jim",2011-07-02
"Set 2","McGrupp and the Watchful Hosemasters",2011-07-02
"Set 2","Axilla",2011-07-02
"Set 2","Birds of a Feather",2011-07-02
"Set 2","Stash",2011-07-02
"Set 2","Sample in a Jar",2011-07-02
"Set 2","Heavy Things",2011-07-02
"Set 2","Horn",2011-07-02
"Set 2","It's Ice",2011-07-02
"Set 2","The Mango Song",2011-07-02
"Set 2","Rift",2011-07-02
"Set 2","Scents and Subtle Sounds",2011-07-02
"Set 2","Run Like an Antelope",2011-07-02
"Set 3","Golden Age",2011-07-02
"Set 3","Prince Caspian",2011-07-02
"Set 3","Piper",2011-07-02
"Set 3","Tweezer",2011-07-02
"Set 3","Julius",2011-07-02
"Set 3","Backwards Down the Number Line",2011-07-02
"Set 3","Twist",2011-07-02
"Set 3","Also Sprach Zarathustra",2011-07-02
"Set 3","Harry Hood",2011-07-02
"Set 3","Cavern",2011-07-02
"Set 3","Golgi Apparatus",2011-07-02
"Set 3","A Day in the Life",2011-07-02
"Encore","Loving Cup",2011-07-02
"Encore","Tweezer Reprise",2011-07-02
"Set 4","Storage Jam",2011-07-02
"Set 4","Sleeping Monkey",2011-07-02
"Set 1","Soul Shakedown Party",2011-07-03
"Set 1","AC/DC Bag",2011-07-03
"Set 1","The Curtain",2011-07-03
"Set 1","Colonel Forbin's Ascent",2011-07-03
"Set 1","Fly Famous Mockingbird",2011-07-03
"Set 1","Destiny Unbound",2011-07-03
"Set 1","Big Black Furry Creature from Mars",2011-07-03
"Set 1","Wilson",2011-07-03
"Set 1","Mound",2011-07-03
"Set 1","A Song I Heard the Ocean Sing",2011-07-03
"Set 1","Time Loves a Hero",2011-07-03
"Set 1","Reba",2011-07-03
"Set 1","David Bowie",2011-07-03
"Set 2","Big Balls",2011-07-03
"Set 2","Down with Disease",2011-07-03
"Set 2","No Quarter",2011-07-03
"Set 2","Party Time",2011-07-03
"Set 2","Ghost",2011-07-03
"Set 2","Gotta Jibboo",2011-07-03
"Set 2","Light",2011-07-03
"Set 2","Waves",2011-07-03
"Set 2","What's the Use?",2011-07-03
"Set 2","Meatstick",2011-07-03
"Set 2","Stealing Time From the Faulty Plan",2011-07-03
"Set 2","The Star Spangled Banner",2011-07-03
"Encore","First Tube",2011-07-03
"Set 1","Kill Devil Falls",2011-08-05
"Set 1","The Wedge",2011-08-05
"Set 1","Bathtub Gin",2011-08-05
"Set 1","Nellie Kane",2011-08-05
"Set 1","My Friend, My Friend",2011-08-05
"Set 1","Cavern",2011-08-05
"Set 1","Taste",2011-08-05
"Set 1","Roggae",2011-08-05
"Set 1","Walk Away",2011-08-05
"Set 1","Funky Bitch",2011-08-05
"Set 1","Roses Are Free",2011-08-05
"Set 1","David Bowie",2011-08-05
"Set 2","Backwards Down the Number Line",2011-08-05
"Set 2","Rock and Roll",2011-08-05
"Set 2","Meatstick",2011-08-05
"Set 2","Boogie On Reggae Woman",2011-08-05
"Set 2","Farmhouse",2011-08-05
"Set 2","Show of Life",2011-08-05
"Set 2","Julius",2011-08-05
"Set 2","Character Zero",2011-08-05
"Encore","Loving Cup",2011-08-05
"Set 1","Possum",2011-08-06
"Set 1","The Moma Dance",2011-08-06
"Set 1","Sample in a Jar",2011-08-06
"Set 1","Limb By Limb",2011-08-06
"Set 1","Ocelot",2011-08-06
"Set 1","Poor Heart",2011-08-06
"Set 1","On Your Way Down",2011-08-06
"Set 1","Wolfman's Brother",2011-08-06
"Set 1","Maze",2011-08-06
"Set 1","Wilson",2011-08-06
"Set 1","Fluffhead",2011-08-06
"Set 2","Chalk Dust Torture",2011-08-06
"Set 2","Tweezer",2011-08-06
"Set 2","Prince Caspian",2011-08-06
"Set 2","Sand",2011-08-06
"Set 2","Tweezer",2011-08-06
"Set 2","Birds of a Feather",2011-08-06
"Set 2","Waste",2011-08-06
"Set 2","Golden Age",2011-08-06
"Set 2","Reba",2011-08-06
"Set 2","Run Like an Antelope",2011-08-06
"Encore","Suzy Greenberg",2011-08-06
"Encore","Sanity",2011-08-06
"Encore","Tweezer Reprise",2011-08-06
"Set 1","Down with Disease",2011-08-08
"Set 1","Cavern",2011-08-08
"Set 1","Possum",2011-08-08
"Set 1","Cities",2011-08-08
"Set 1","Peaches en Regalia",2011-08-08
"Set 1","Kill Devil Falls",2011-08-08
"Set 1","Lawn Boy",2011-08-08
"Set 1","Tube",2011-08-08
"Set 1","Back on the Train",2011-08-08
"Set 1","Wilson",2011-08-08
"Set 1","Axilla",2011-08-08
"Set 1","Split Open and Melt",2011-08-08
"Set 1","Backwards Down the Number Line",2011-08-08
"Set 2","Carini",2011-08-08
"Set 2","Crosseyed and Painless",2011-08-08
"Set 2","Twist",2011-08-08
"Set 2","Piper",2011-08-08
"Set 2","Mike's Song",2011-08-08
"Set 2","Joy",2011-08-08
"Set 2","Weekapaug Groove",2011-08-08
"Set 2","50 Ways to Leave Your Lover",2011-08-08
"Set 2","Hold Your Head Up",2011-08-08
"Set 2","Weekapaug Groove",2011-08-08
"Set 2","Character Zero",2011-08-08
"Set 2","Quinn the Eskimo",2011-08-08
"Encore","Stealing Time From the Faulty Plan",2011-08-08
"Encore","Julius",2011-08-08
"Set 1","Party Time",2011-08-09
"Set 1","The Oh Kee Pa Ceremony",2011-08-09
"Set 1","AC/DC Bag",2011-08-09
"Set 1","Mellow Mood",2011-08-09
"Set 1","Rift",2011-08-09
"Set 1","Punch You in the Eye",2011-08-09
"Set 1","Meat",2011-08-09
"Set 1","David Bowie",2011-08-09
"Set 1","Bouncing Around the Room",2011-08-09
"Set 1","Horn",2011-08-09
"Set 1","Water in the Sky",2011-08-09
"Set 1","46 Days",2011-08-09
"Set 2","Gotta Jibboo",2011-08-09
"Set 2","Light",2011-08-09
"Set 2","Chalk Dust Torture",2011-08-09
"Set 2","Slave to the Traffic Light",2011-08-09
"Set 2","Free",2011-08-09
"Set 2","Rocket Man",2011-08-09
"Set 2","Harry Hood",2011-08-09
"Set 2","Walls of the Cave",2011-08-09
"Encore","Bug",2011-08-09
"Encore","The Squirming Coil",2011-08-09
"Set 1","Dogs Stole Things",2011-08-10
"Set 1","Stealing Time From the Faulty Plan",2011-08-10
"Set 1","Poor Heart",2011-08-10
"Set 1","Alaska",2011-08-10
"Set 1","Halley's Comet",2011-08-10
"Set 1","It's Ice",2011-08-10
"Set 1","When the Circus Comes",2011-08-10
"Set 1","Ya Mar",2011-08-10
"Set 1","Stash",2011-08-10
"Set 1","Funky Bitch",2011-08-10
"Set 1","Instant Karma!",2011-08-10
"Set 1","Run Like an Antelope",2011-08-10
"Set 2","Down with Disease",2011-08-10
"Set 2","Runaway Jim",2011-08-10
"Set 2","Ghost",2011-08-10
"Set 2","Golden Age",2011-08-10
"Set 2","Also Sprach Zarathustra",2011-08-10
"Set 2","Sneakin' Sally Through the Alley",2011-08-10
"Set 2","Guyute",2011-08-10
"Set 2","Wading in the Velvet Sea",2011-08-10
"Set 2","You Enjoy Myself",2011-08-10
"Encore","Show of Life",2011-08-10
"Encore","Good Times Bad Times",2011-08-10
"Set 1","Kill Devil Falls",2011-08-12
"Set 1","Wilson",2011-08-12
"Set 1","Funky Bitch",2011-08-12
"Set 1","The Moma Dance",2011-08-12
"Set 1","Peaches en Regalia",2011-08-12
"Set 1","Sample in a Jar",2011-08-12
"Set 1","Possum",2011-08-12
"Set 1","Tweezer",2011-08-12
"Set 1","Mound",2011-08-12
"Set 1","Suzy Greenberg",2011-08-12
"Set 1","Axilla",2011-08-12
"Set 1","Mike's Song",2011-08-12
"Set 1","I Am Hydrogen",2011-08-12
"Set 1","Weekapaug Groove",2011-08-12
"Set 2","Rock and Roll",2011-08-12
"Set 2","Steam",2011-08-12
"Set 2","Piper",2011-08-12
"Set 2","Roses Are Free",2011-08-12
"Set 2","Julius",2011-08-12
"Set 2","Life on Mars?",2011-08-12
"Set 2","Birds of a Feather",2011-08-12
"Set 2","Fluffhead",2011-08-12
"Set 2","Backwards Down the Number Line",2011-08-12
"Set 2","Also Sprach Zarathustra",2011-08-12
"Set 2","Chalk Dust Torture",2011-08-12
"Encore","Cavern",2011-08-12
"Encore","Tweezer Reprise",2011-08-12
"Set 1","Back on the Train",2011-08-15
"Set 1","Rift",2011-08-15
"Set 1","Guelah Papyrus",2011-08-15
"Set 1","Scent of a Mule",2011-08-15
"Set 1","Jesus Just Left Chicago",2011-08-15
"Set 1","Wolfman's Brother",2011-08-15
"Set 1","Anything But Me",2011-08-15
"Set 1","Babylon Baby",2011-08-15
"Set 1","Reba",2011-08-15
"Set 1","Alumni Blues",2011-08-15
"Set 1","Letter to Jimmy Page",2011-08-15
"Set 1","Alumni Blues",2011-08-15
"Set 2","Sand",2011-08-15
"Set 2","Light",2011-08-15
"Set 2","Dirt",2011-08-15
"Set 2","Waves",2011-08-15
"Set 2","Undermind",2011-08-15
"Set 2","Steam",2011-08-15
"Set 2","Fire",2011-08-15
"Encore","Camel Walk",2011-08-15
"Encore","Guyute",2011-08-15
"Encore","The Horse",2011-08-15
"Encore","Silent in the Morning",2011-08-15
"Encore","Harry Hood",2011-08-15
"Set 1","Dinner and a Movie",2011-08-16
"Set 1","Ha Ha Ha",2011-08-16
"Set 1","Chalk Dust Torture",2011-08-16
"Set 1","Mexican Cousin",2011-08-16
"Set 1","Walls of the Cave",2011-08-16
"Set 1","Runaway Jim",2011-08-16
"Set 1","Foam",2011-08-16
"Set 1","I Didn't Know",2011-08-16
"Set 1","Ocelot",2011-08-16
"Set 1","Ginseng Sullivan",2011-08-16
"Set 1","The Wedge",2011-08-16
"Set 1","Limb By Limb",2011-08-16
"Set 1","Let It Loose",2011-08-16
"Set 2","Down with Disease",2011-08-16
"Set 2","Twist",2011-08-16
"Set 2","Backwards Down the Number Line",2011-08-16
"Set 2","Theme From the Bottom",2011-08-16
"Set 2","Golden Age",2011-08-16
"Set 2","A Day in the Life",2011-08-16
"Set 2","You Enjoy Myself",2011-08-16
"Encore","Heavy Things",2011-08-16
"Encore","Slave to the Traffic Light",2011-08-16
"Encore","Rocky Top",2011-08-16
"Set 1","Colonel Forbin's Ascent",2011-08-17
"Set 1","Fly Famous Mockingbird",2011-08-17
"Set 1","Gumbo",2011-08-17
"Set 1","Possum",2011-08-17
"Set 1","Weigh",2011-08-17
"Set 1","Divided Sky",2011-08-17
"Set 1","Alaska",2011-08-17
"Set 1","Bathtub Gin",2011-08-17
"Set 1","Maze",2011-08-17
"Set 1","Cavern",2011-08-17
"Set 1","First Tube",2011-08-17
"Set 2","Crosseyed and Painless",2011-08-17
"Set 2","No Quarter",2011-08-17
"Set 2","Timber (Jerry The Mule)",2011-08-17
"Set 2","Tweezer",2011-08-17
"Set 2","Prince Caspian",2011-08-17
"Set 2","Piper",2011-08-17
"Set 2","Ghost",2011-08-17
"Set 2","Makisupa Policeman",2011-08-17
"Set 2","Sleep",2011-08-17
"Set 2","Buffalo Bill",2011-08-17
"Set 2","Golgi Apparatus",2011-08-17
"Set 2","Character Zero",2011-08-17
"Set 2","Run Like an Antelope",2011-08-17
"Encore","Funky Bitch",2011-08-17
"Encore","Show of Life",2011-08-17
"Encore","Tweezer Reprise",2011-08-17
"Set 1","Sample in a Jar",2011-09-02
"Set 1","Sparkle",2011-09-02
"Set 1","The Sloth",2011-09-02
"Set 1","Sweet Virginia",2011-09-02
"Set 1","Susskind Hotel",2011-09-02
"Set 1","Strange Design",2011-09-02
"Set 1","Stash",2011-09-02
"Set 1","Sneakin' Sally Through the Alley",2011-09-02
"Set 1","Sparks",2011-09-02
"Set 1","Scent of a Mule",2011-09-02
"Set 1","Stealing Time From the Faulty Plan",2011-09-02
"Set 1","Shine a Light",2011-09-02
"Set 1","Split Open and Melt",2011-09-02
"Set 1","The Squirming Coil",2011-09-02
"Set 2","Sand",2011-09-02
"Set 2","Simple",2011-09-02
"Set 2","Steam",2011-09-02
"Set 2","Soul Shakedown Party",2011-09-02
"Set 2","Seven Below",2011-09-02
"Set 2","Suzy Greenberg",2011-09-02
"Set 2","Scents and Subtle Sounds",2011-09-02
"Set 2","Slave to the Traffic Light",2011-09-02
"Set 2","Silent in the Morning",2011-09-02
"Set 2","Sanity",2011-09-02
"Set 2","Sweet Adeline",2011-09-02
"Encore","Sabotage",2011-09-02
"Set 1","Possum",2011-09-03
"Set 1","The Moma Dance",2011-09-03
"Set 1","The Wedge",2011-09-03
"Set 1","Ocelot",2011-09-03
"Set 1","Divided Sky",2011-09-03
"Set 1","Funky Bitch",2011-09-03
"Set 1","Axilla",2011-09-03
"Set 1","Llama",2011-09-03
"Set 1","Fast Enough for You",2011-09-03
"Set 1","Wolfman's Brother",2011-09-03
"Set 2","Down with Disease",2011-09-03
"Set 2","Tweezer",2011-09-03
"Set 2","Golden Age",2011-09-03
"Set 2","Limb By Limb",2011-09-03
"Set 2","Kill Devil Falls",2011-09-03
"Set 2","Also Sprach Zarathustra",2011-09-03
"Set 2","Light",2011-09-03
"Set 2","Julius",2011-09-03
"Set 2","Cavern",2011-09-03
"Set 2","Run Like an Antelope",2011-09-03
"Encore","Sleeping Monkey",2011-09-03
"Encore","Tweezer Reprise",2011-09-03
"Set 1","Maze",2011-09-04
"Set 1","Back on the Train",2011-09-04
"Set 1","Rift",2011-09-04
"Set 1","Bathtub Gin",2011-09-04
"Set 1","The Way It Goes",2011-09-04
"Set 1","Halfway to the Moon",2011-09-04
"Set 1","Gumbo",2011-09-04
"Set 1","Halley's Comet",2011-09-04
"Set 1","Tube",2011-09-04
"Set 1","Timber (Jerry The Mule)",2011-09-04
"Set 1","Roses Are Free",2011-09-04
"Set 1","Chalk Dust Torture",2011-09-04
"Set 2","Rock and Roll",2011-09-04
"Set 2","Come Together",2011-09-04
"Set 2","Twist",2011-09-04
"Set 2","Piper",2011-09-04
"Set 2","Harry Hood",2011-09-04
"Set 2","Roggae",2011-09-04
"Set 2","Ghost",2011-09-04
"Set 2","Guy Forget",2011-09-04
"Set 2","Ghost",2011-09-04
"Set 2","Walls of the Cave",2011-09-04
"Encore","Backwards Down the Number Line",2011-09-04
"Set 1","Chalk Dust Torture",2011-09-14
"Set 1","The Moma Dance",2011-09-14
"Set 1","NICU",2011-09-14
"Set 1","Funky Bitch",2011-09-14
"Set 1","Sample in a Jar",2011-09-14
"Set 1","Cavern",2011-09-14
"Set 1","Bathtub Gin",2011-09-14
"Set 1","Alaska",2011-09-14
"Set 1","Possum",2011-09-14
"Set 1","Wolfman's Brother",2011-09-14
"Set 1","Julius",2011-09-14
"Set 2","Carini",2011-09-14
"Set 2","Down with Disease",2011-09-14
"Set 2","Slave to the Traffic Light",2011-09-14
"Set 2","Rock and Roll",2011-09-14
"Set 2","Twist",2011-09-14
"Set 2","Backwards Down the Number Line",2011-09-14
"Set 2","Theme From the Bottom",2011-09-14
"Set 2","Suzy Greenberg",2011-09-14
"Set 2","Character Zero",2011-09-14
"Encore","Loving Cup",2011-09-14
"Set 1","Free",2011-12-28
"Set 1","Glide",2011-12-28
"Set 1","Possum",2011-12-28
"Set 1","Cities",2011-12-28
"Set 1","The Ballad of Curtis Loew",2011-12-28
"Set 1","Stash",2011-12-28
"Set 1","Contact",2011-12-28
"Set 1","Sample in a Jar",2011-12-28
"Set 1","Kill Devil Falls",2011-12-28
"Set 1","Bathtub Gin",2011-12-28
"Set 2","Birds of a Feather",2011-12-28
"Set 2","Carini",2011-12-28
"Set 2","Tweezer",2011-12-28
"Set 2","My Friend, My Friend",2011-12-28
"Set 2","Rock and Roll",2011-12-28
"Set 2","NICU",2011-12-28
"Set 2","Bouncing Around the Room",2011-12-28
"Set 2","Harry Hood",2011-12-28
"Set 2","Bug",2011-12-28
"Encore","Tube",2011-12-28
"Encore","Rocky Top",2011-12-28
"Encore","Tweezer Reprise",2011-12-28
"Set 1","The Sloth",2011-12-29
"Set 1","You Enjoy Myself",2011-12-29
"Set 1","Back on the Train",2011-12-29
"Set 1","The Moma Dance",2011-12-29
"Set 1","Funky Bitch",2011-12-29
"Set 1","Maze",2011-12-29
"Set 1","Roses Are Free",2011-12-29
"Set 1","Halley's Comet",2011-12-29
"Set 1","Run Like an Antelope",2011-12-29
"Set 2","Crosseyed and Painless",2011-12-29
"Set 2","Simple",2011-12-29
"Set 2","Lifeboy",2011-12-29
"Set 2","Guyute",2011-12-29
"Set 2","Mike's Song",2011-12-29
"Set 2","Chalk Dust Torture",2011-12-29
"Set 2","I Am Hydrogen",2011-12-29
"Set 2","Weekapaug Groove",2011-12-29
"Set 2","Show of Life",2011-12-29
"Set 2","Character Zero",2011-12-29
"Encore","Loving Cup",2011-12-29
"Set 1","Punch You in the Eye",2011-12-30
"Set 1","Prince Caspian",2011-12-30
"Set 1","Backwards Down the Number Line",2011-12-30
"Set 1","Nellie Kane",2011-12-30
"Set 1","Divided Sky",2011-12-30
"Set 1","Sand",2011-12-30
"Set 1","Vultures",2011-12-30
"Set 1","Rift",2011-12-30
"Set 1","Joy",2011-12-30
"Set 1","Quinn the Eskimo",2011-12-30
"Set 2","Wilson",2011-12-30
"Set 2","Axilla",2011-12-30
"Set 2","Piper",2011-12-30
"Set 2","Twist",2011-12-30
"Set 2","Julius",2011-12-30
"Set 2","Golgi Apparatus",2011-12-30
"Set 2","Also Sprach Zarathustra",2011-12-30
"Set 2","The Horse",2011-12-30
"Set 2","Silent in the Morning",2011-12-30
"Set 2","David Bowie",2011-12-30
"Set 2","The Squirming Coil",2011-12-30
"Encore","Boogie On Reggae Woman",2011-12-30
"Encore","Good Times Bad Times",2011-12-30
"Set 1","AC/DC Bag",2011-12-31
"Set 1","Wolfman's Brother",2011-12-31
"Set 1","Scent of a Mule",2011-12-31
"Set 1","Stealing Time From the Faulty Plan",2011-12-31
"Set 1","Lawn Boy",2011-12-31
"Set 1","Gotta Jibboo",2011-12-31
"Set 1","Farmhouse",2011-12-31
"Set 1","Pebbles and Marbles",2011-12-31
"Set 1","Ocelot",2011-12-31
"Set 1","Fluffhead",2011-12-31
"Set 2","Party Time",2011-12-31
"Set 2","Light",2011-12-31
"Set 2","Golden Age",2011-12-31
"Set 2","Theme From the Bottom",2011-12-31
"Set 2","Heavy Things",2011-12-31
"Set 2","Ghost",2011-12-31
"Set 2","Sneakin' Sally Through the Alley",2011-12-31
"Set 2","46 Days",2011-12-31
"Set 2","Suzy Greenberg",2011-12-31
"Set 3","Cavern",2011-12-31
